,Survived,Pclass,Full Name,First Name,Last Name,Status,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
488,0,3,"somerton, mr. francis william", francis william,somerton, mr,M,30.0,0,0,A.5. 18509,8.05,,S
489,1,3,"coutts, master. eden leslie ""neville"""," eden leslie ""neville""",coutts, master,M,9.0,1,1,C.A. 37671,15.9,,S
490,0,3,"hagland, mr. konrad mathias reiersen", konrad mathias reiersen,hagland, mr,M,,1,0,65304,19.9667,,S
491,0,3,"windelov, mr. einar", einar,windelov, mr,M,21.0,0,0,SOTON/OQ 3101317,7.25,,S
492,0,1,"molson, mr. harry markland", harry markland,molson, mr,M,55.0,0,0,113787,30.5,C30,S
493,0,1,"artagaveytia, mr. ramon", ramon,artagaveytia, mr,M,71.0,0,0,PC 17609,49.5042,,C
494,0,3,"stanley, mr. edward roland", edward roland,stanley, mr,M,21.0,0,0,A/4 45380,8.05,,S
495,0,3,"yousseff, mr. gerious", gerious,yousseff, mr,M,,0,0,2627,14.4583,,C
496,1,1,"eustis, miss. elizabeth mussey", elizabeth mussey,eustis, miss,F,54.0,1,0,36947,78.2667,D20,C
497,0,3,"shellard, mr. frederick william", frederick william,shellard, mr,M,,0,0,C.A. 6212,15.1,,S
498,0,1,"allison, mrs. hudson j c (bessie waldo daniels)", hudson j c (bessie waldo daniels),allison, mrs,F,25.0,1,2,113781,151.55,C22 C26,S
499,0,3,"svensson, mr. olof", olof,svensson, mr,M,24.0,0,0,350035,7.7958,,S
500,0,3,"calic, mr. petar", petar,calic, mr,M,17.0,0,0,315086,8.6625,,S
501,0,3,"canavan, miss. mary", mary,canavan, miss,F,21.0,0,0,364846,7.75,,Q
502,0,3,"o'sullivan, miss. bridget mary", bridget mary,o'sullivan, miss,F,,0,0,330909,7.6292,,Q
503,0,3,"laitinen, miss. kristina sofia", kristina sofia,laitinen, miss,F,37.0,0,0,4135,9.5875,,S
504,1,1,"maioni, miss. roberta", roberta,maioni, miss,F,16.0,0,0,110152,86.5,B79,S
505,0,1,"penasco y castellana, mr. victor de satode", victor de satode,penasco y castellana, mr,M,18.0,1,0,PC 17758,108.9,C65,C
506,1,2,"quick, mrs. frederick charles (jane richards)", frederick charles (jane richards),quick, mrs,F,33.0,0,2,26360,26.0,,S
507,1,1,"bradley, mr. george (""george arthur brayton"")"," george (""george arthur brayton"")",bradley, mr,M,,0,0,111427,26.55,,S
508,0,3,"olsen, mr. henry margido", henry margido,olsen, mr,M,28.0,0,0,C 4001,22.525,,S
509,1,3,"lang, mr. fang", fang,lang, mr,M,26.0,0,0,1601,56.4958,,S
510,1,3,"daly, mr. eugene patrick", eugene patrick,daly, mr,M,29.0,0,0,382651,7.75,,Q
511,0,3,"webber, mr. james", james,webber, mr,M,,0,0,SOTON/OQ 3101316,8.05,,S
512,1,1,"mcgough, mr. james robert", james robert,mcgough, mr,M,36.0,0,0,PC 17473,26.2875,E25,S
513,1,1,"rothschild, mrs. martin (elizabeth l. barrett)", martin (elizabeth l  barrett),rothschild, mrs,F,54.0,1,0,PC 17603,59.4,,C
514,0,3,"coleff, mr. satio", satio,coleff, mr,M,24.0,0,0,349209,7.4958,,S
515,0,1,"walker, mr. william anderson", william anderson,walker, mr,M,47.0,0,0,36967,34.0208,D46,S
516,1,2,"lemore, mrs. (amelia milley)", (amelia milley),lemore, mrs,F,34.0,0,0,C.A. 34260,10.5,F33,S
517,0,3,"ryan, mr. patrick", patrick,ryan, mr,M,,0,0,371110,24.15,,Q
518,1,2,"angle, mrs. william a (florence ""mary"" agnes hughes)"," william a (florence ""mary"" agnes hughes)",angle, mrs,F,36.0,1,0,226875,26.0,,S
519,0,3,"pavlovic, mr. stefo", stefo,pavlovic, mr,M,32.0,0,0,349242,7.8958,,S
520,1,1,"perreault, miss. anne", anne,perreault, miss,F,30.0,0,0,12749,93.5,B73,S
521,0,3,"vovk, mr. janko", janko,vovk, mr,M,22.0,0,0,349252,7.8958,,S
522,0,3,"lahoud, mr. sarkis", sarkis,lahoud, mr,M,,0,0,2624,7.225,,C
523,1,1,"hippach, mrs. louis albert (ida sophia fischer)", louis albert (ida sophia fischer),hippach, mrs,F,44.0,0,1,111361,57.9792,B18,C
524,0,3,"kassem, mr. fared", fared,kassem, mr,M,,0,0,2700,7.2292,,C
525,0,3,"farrell, mr. james", james,farrell, mr,M,40.5,0,0,367232,7.75,,Q
526,1,2,"ridsdale, miss. lucy", lucy,ridsdale, miss,F,50.0,0,0,W./C. 14258,10.5,,S
527,0,1,"farthing, mr. john", john,farthing, mr,M,,0,0,PC 17483,221.7792,C95,S
528,0,3,"salonen, mr. johan werner", johan werner,salonen, mr,M,39.0,0,0,3101296,7.925,,S
529,0,2,"hocking, mr. richard george", richard george,hocking, mr,M,23.0,2,1,29104,11.5,,S
530,1,2,"quick, miss. phyllis may", phyllis may,quick, miss,F,2.0,1,1,26360,26.0,,S
531,0,3,"toufik, mr. nakli", nakli,toufik, mr,M,,0,0,2641,7.2292,,C
532,0,3,"elias, mr. joseph jr", joseph jr,elias, mr,M,17.0,1,1,2690,7.2292,,C
533,1,3,"peter, mrs. catherine (catherine rizk)", catherine (catherine rizk),peter, mrs,F,,0,2,2668,22.3583,,C
534,0,3,"cacic, miss. marija", marija,cacic, miss,F,30.0,0,0,315084,8.6625,,S
535,1,2,"hart, miss. eva miriam", eva miriam,hart, miss,F,7.0,0,2,F.C.C. 13529,26.25,,S
536,0,1,"butt, major. archibald willingham", archibald willingham,butt, major,M,45.0,0,0,113050,26.55,B38,S
537,1,1,"leroy, miss. bertha", bertha,leroy, miss,F,30.0,0,0,PC 17761,106.425,,C
538,0,3,"risien, mr. samuel beard", samuel beard,risien, mr,M,,0,0,364498,14.5,,S
539,1,1,"frolicher, miss. hedwig margaritha", hedwig margaritha,frolicher, miss,F,22.0,0,2,13568,49.5,B39,C
540,1,1,"crosby, miss. harriet r", harriet r,crosby, miss,F,36.0,0,2,WE/P 5735,71.0,B22,S
541,0,3,"andersson, miss. ingeborg constanzia", ingeborg constanzia,andersson, miss,F,9.0,4,2,347082,31.275,,S
542,0,3,"andersson, miss. sigrid elisabeth", sigrid elisabeth,andersson, miss,F,11.0,4,2,347082,31.275,,S
543,1,2,"beane, mr. edward", edward,beane, mr,M,32.0,1,0,2908,26.0,,S
544,0,1,"douglas, mr. walter donald", walter donald,douglas, mr,M,50.0,1,0,PC 17761,106.425,C86,C
545,0,1,"nicholson, mr. arthur ernest", arthur ernest,nicholson, mr,M,64.0,0,0,693,26.0,,S
546,1,2,"beane, mrs. edward (ethel clarke)", edward (ethel clarke),beane, mrs,F,19.0,1,0,2908,26.0,,S
547,1,2,"padro y manent, mr. julian", julian,padro y manent, mr,M,,0,0,SC/PARIS 2146,13.8625,,C
548,0,3,"goldsmith, mr. frank john", frank john,goldsmith, mr,M,33.0,1,1,363291,20.525,,S
549,1,2,"davies, master. john morgan jr", john morgan jr,davies, master,M,8.0,1,1,C.A. 33112,36.75,,S
550,1,1,"thayer, mr. john borland jr", john borland jr,thayer, mr,M,17.0,0,2,17421,110.8833,C70,C
551,0,2,"sharp, mr. percival james r", percival james r,sharp, mr,M,27.0,0,0,244358,26.0,,S
552,0,3,"o'brien, mr. timothy", timothy,o'brien, mr,M,,0,0,330979,7.8292,,Q
553,1,3,"leeni, mr. fahim (""philip zenni"")"," fahim (""philip zenni"")",leeni, mr,M,22.0,0,0,2620,7.225,,C
554,1,3,"ohman, miss. velin", velin,ohman, miss,F,22.0,0,0,347085,7.775,,S
555,0,1,"wright, mr. george", george,wright, mr,M,62.0,0,0,113807,26.55,,S
556,1,1,"duff gordon, lady. (lucille christiana sutherland) (""mrs morgan"")"," (lucille christiana sutherland) (""mrs morgan"")",duff gordon, lady,F,48.0,1,0,11755,39.6,A16,C
557,0,1,"robbins, mr. victor", victor,robbins, mr,M,,0,0,PC 17757,227.525,,C
558,1,1,"taussig, mrs. emil (tillie mandelbaum)", emil (tillie mandelbaum),taussig, mrs,F,39.0,1,1,110413,79.65,E67,S
559,1,3,"de messemaeker, mrs. guillaume joseph (emma)", guillaume joseph (emma),de messemaeker, mrs,F,36.0,1,0,345572,17.4,,S
560,0,3,"morrow, mr. thomas rowan", thomas rowan,morrow, mr,M,,0,0,372622,7.75,,Q
561,0,3,"sivic, mr. husein", husein,sivic, mr,M,40.0,0,0,349251,7.8958,,S
562,0,2,"norman, mr. robert douglas", robert douglas,norman, mr,M,28.0,0,0,218629,13.5,,S
563,0,3,"simmons, mr. john", john,simmons, mr,M,,0,0,SOTON/OQ 392082,8.05,,S
564,0,3,"meanwell, miss. (marion ogden)", (marion ogden),meanwell, miss,F,,0,0,SOTON/O.Q. 392087,8.05,,S
565,0,3,"davies, mr. alfred j", alfred j,davies, mr,M,24.0,2,0,A/4 48871,24.15,,S
566,0,3,"stoytcheff, mr. ilia", ilia,stoytcheff, mr,M,19.0,0,0,349205,7.8958,,S
567,0,3,"palsson, mrs. nils (alma cornelia berglund)", nils (alma cornelia berglund),palsson, mrs,F,29.0,0,4,349909,21.075,,S
568,0,3,"doharr, mr. tannous", tannous,doharr, mr,M,,0,0,2686,7.2292,,C
569,1,3,"jonsson, mr. carl", carl,jonsson, mr,M,32.0,0,0,350417,7.8542,,S
570,1,2,"harris, mr. george", george,harris, mr,M,62.0,0,0,S.W./PP 752,10.5,,S
571,1,1,"appleton, mrs. edward dale (charlotte lamson)", edward dale (charlotte lamson),appleton, mrs,F,53.0,2,0,11769,51.4792,C101,S
572,1,1,"flynn, mr. john irwin (""irving"")"," john irwin (""irving"")",flynn, mr,M,36.0,0,0,PC 17474,26.3875,E25,S
573,1,3,"kelly, miss. mary", mary,kelly, miss,F,,0,0,14312,7.75,,Q
574,0,3,"rush, mr. alfred george john", alfred george john,rush, mr,M,16.0,0,0,A/4. 20589,8.05,,S
575,0,3,"patchett, mr. george", george,patchett, mr,M,19.0,0,0,358585,14.5,,S
576,1,2,"garside, miss. ethel", ethel,garside, miss,F,34.0,0,0,243880,13.0,,S
577,1,1,"silvey, mrs. william baird (alice munger)", william baird (alice munger),silvey, mrs,F,39.0,1,0,13507,55.9,E44,S
578,0,3,"caram, mrs. joseph (maria elias)", joseph (maria elias),caram, mrs,F,,1,0,2689,14.4583,,C
579,1,3,"jussila, mr. eiriik", eiriik,jussila, mr,M,32.0,0,0,STON/O 2. 3101286,7.925,,S
580,1,2,"christy, miss. julie rachel", julie rachel,christy, miss,F,25.0,1,1,237789,30.0,,S
581,1,1,"thayer, mrs. john borland (marian longstreth morris)", john borland (marian longstreth morris),thayer, mrs,F,39.0,1,1,17421,110.8833,C68,C
582,0,2,"downton, mr. william james", william james,downton, mr,M,54.0,0,0,28403,26.0,,S
583,0,1,"ross, mr. john hugo", john hugo,ross, mr,M,36.0,0,0,13049,40.125,A10,C
584,0,3,"paulner, mr. uscher", uscher,paulner, mr,M,,0,0,3411,8.7125,,C
585,1,1,"taussig, miss. ruth", ruth,taussig, miss,F,18.0,0,2,110413,79.65,E68,S
586,0,2,"jarvis, mr. john denzil", john denzil,jarvis, mr,M,47.0,0,0,237565,15.0,,S
587,1,1,"frolicher-stehli, mr. maxmillian", maxmillian,frolicher-stehli, mr,M,60.0,1,1,13567,79.2,B41,C
588,0,3,"gilinski, mr. eliezer", eliezer,gilinski, mr,M,22.0,0,0,14973,8.05,,S
589,0,3,"murdlin, mr. joseph", joseph,murdlin, mr,M,,0,0,A./5. 3235,8.05,,S
590,0,3,"rintamaki, mr. matti", matti,rintamaki, mr,M,35.0,0,0,STON/O 2. 3101273,7.125,,S
591,1,1,"stephenson, mrs. walter bertram (martha eustis)", walter bertram (martha eustis),stephenson, mrs,F,52.0,1,0,36947,78.2667,D20,C
592,0,3,"elsbury, mr. william james", william james,elsbury, mr,M,47.0,0,0,A/5 3902,7.25,,S
593,0,3,"bourke, miss. mary", mary,bourke, miss,F,,0,2,364848,7.75,,Q
594,0,2,"chapman, mr. john henry", john henry,chapman, mr,M,37.0,1,0,SC/AH 29037,26.0,,S
595,0,3,"van impe, mr. jean baptiste", jean baptiste,van impe, mr,M,36.0,1,1,345773,24.15,,S
596,1,2,"leitch, miss. jessie wills", jessie wills,leitch, miss,F,,0,0,248727,33.0,,S
597,0,3,"johnson, mr. alfred", alfred,johnson, mr,M,49.0,0,0,LINE,0.0,,S
598,0,3,"boulos, mr. hanna", hanna,boulos, mr,M,,0,0,2664,7.225,,C
599,1,1,"duff gordon, sir. cosmo edmund (""mr morgan"")"," cosmo edmund (""mr morgan"")",duff gordon, sir,M,49.0,1,0,PC 17485,56.9292,A20,C
600,1,2,"jacobsohn, mrs. sidney samuel (amy frances christy)", sidney samuel (amy frances christy),jacobsohn, mrs,F,24.0,2,1,243847,27.0,,S
601,0,3,"slabenoff, mr. petco", petco,slabenoff, mr,M,,0,0,349214,7.8958,,S
602,0,1,"harrington, mr. charles h", charles h,harrington, mr,M,,0,0,113796,42.4,,S
603,0,3,"torber, mr. ernst william", ernst william,torber, mr,M,44.0,0,0,364511,8.05,,S
604,1,1,"homer, mr. harry (""mr e haven"")"," harry (""mr e haven"")",homer, mr,M,35.0,0,0,111426,26.55,,C
605,0,3,"lindell, mr. edvard bengtsson", edvard bengtsson,lindell, mr,M,36.0,1,0,349910,15.55,,S
606,0,3,"karaic, mr. milan", milan,karaic, mr,M,30.0,0,0,349246,7.8958,,S
607,1,1,"daniel, mr. robert williams", robert williams,daniel, mr,M,27.0,0,0,113804,30.5,,S
608,1,2,"laroche, mrs. joseph (juliette marie louise lafargue)", joseph (juliette marie louise lafargue),laroche, mrs,F,22.0,1,2,SC/Paris 2123,41.5792,,C
609,1,1,"shutes, miss. elizabeth w", elizabeth w,shutes, miss,F,40.0,0,0,PC 17582,153.4625,C125,S
610,0,3,"andersson, mrs. anders johan (alfrida konstantia brogren)", anders johan (alfrida konstantia brogren),andersson, mrs,F,39.0,1,5,347082,31.275,,S
611,0,3,"jardin, mr. jose neto", jose neto,jardin, mr,M,,0,0,SOTON/O.Q. 3101305,7.05,,S
612,1,3,"murphy, miss. margaret jane", margaret jane,murphy, miss,F,,1,0,367230,15.5,,Q
613,0,3,"horgan, mr. john", john,horgan, mr,M,,0,0,370377,7.75,,Q
614,0,3,"brocklebank, mr. william alfred", william alfred,brocklebank, mr,M,35.0,0,0,364512,8.05,,S
615,1,2,"herman, miss. alice", alice,herman, miss,F,24.0,1,2,220845,65.0,,S
616,0,3,"danbom, mr. ernst gilbert", ernst gilbert,danbom, mr,M,34.0,1,1,347080,14.4,,S
617,0,3,"lobb, mrs. william arthur (cordelia k stanlick)", william arthur (cordelia k stanlick),lobb, mrs,F,26.0,1,0,A/5. 3336,16.1,,S
618,1,2,"becker, miss. marion louise", marion louise,becker, miss,F,4.0,2,1,230136,39.0,F4,S
619,0,2,"gavey, mr. lawrence", lawrence,gavey, mr,M,26.0,0,0,31028,10.5,,S
620,0,3,"yasbeck, mr. antoni", antoni,yasbeck, mr,M,27.0,1,0,2659,14.4542,,C
621,1,1,"kimball, mr. edwin nelson jr", edwin nelson jr,kimball, mr,M,42.0,1,0,11753,52.5542,D19,S
622,1,3,"nakid, mr. sahid", sahid,nakid, mr,M,20.0,1,1,2653,15.7417,,C
623,0,3,"hansen, mr. henry damsgaard", henry damsgaard,hansen, mr,M,21.0,0,0,350029,7.8542,,S
624,0,3,"bowen, mr. david john ""dai"""," david john ""dai""",bowen, mr,M,21.0,0,0,54636,16.1,,S
625,0,1,"sutton, mr. frederick", frederick,sutton, mr,M,61.0,0,0,36963,32.3208,D50,S
626,0,2,"kirkland, rev. charles leonard", charles leonard,kirkland, rev,M,57.0,0,0,219533,12.35,,Q
627,1,1,"longley, miss. gretchen fiske", gretchen fiske,longley, miss,F,21.0,0,0,13502,77.9583,D9,S
628,0,3,"bostandyeff, mr. guentcho", guentcho,bostandyeff, mr,M,26.0,0,0,349224,7.8958,,S
629,0,3,"o'connell, mr. patrick d", patrick d,o'connell, mr,M,,0,0,334912,7.7333,,Q
630,1,1,"barkworth, mr. algernon henry wilson", algernon henry wilson,barkworth, mr,M,80.0,0,0,27042,30.0,A23,S
631,0,3,"lundahl, mr. johan svensson", johan svensson,lundahl, mr,M,51.0,0,0,347743,7.0542,,S
632,1,1,"stahelin-maeglin, dr. max", max,stahelin-maeglin, dr,M,32.0,0,0,13214,30.5,B50,C
633,0,1,"parr, mr. william henry marsh", william henry marsh,parr, mr,M,,0,0,112052,0.0,,S
634,0,3,"skoog, miss. mabel", mabel,skoog, miss,F,9.0,3,2,347088,27.9,,S
635,1,2,"davis, miss. mary", mary,davis, miss,F,28.0,0,0,237668,13.0,,S
636,0,3,"leinonen, mr. antti gustaf", antti gustaf,leinonen, mr,M,32.0,0,0,STON/O 2. 3101292,7.925,,S
637,0,2,"collyer, mr. harvey", harvey,collyer, mr,M,31.0,1,1,C.A. 31921,26.25,,S
638,0,3,"panula, mrs. juha (maria emilia ojala)", juha (maria emilia ojala),panula, mrs,F,41.0,0,5,3101295,39.6875,,S
639,0,3,"thorneycroft, mr. percival", percival,thorneycroft, mr,M,,1,0,376564,16.1,,S
640,0,3,"jensen, mr. hans peder", hans peder,jensen, mr,M,20.0,0,0,350050,7.8542,,S
641,1,1,"sagesser, mlle. emma", emma,sagesser, mlle,F,24.0,0,0,PC 17477,69.3,B35,C
642,0,3,"skoog, miss. margit elizabeth", margit elizabeth,skoog, miss,F,2.0,3,2,347088,27.9,,S
643,1,3,"foo, mr. choong", choong,foo, mr,M,,0,0,1601,56.4958,,S
644,1,3,"baclini, miss. eugenie", eugenie,baclini, miss,F,0.75,2,1,2666,19.2583,,C
645,1,1,"harper, mr. henry sleeper", henry sleeper,harper, mr,M,48.0,1,0,PC 17572,76.7292,D33,C
646,0,3,"cor, mr. liudevit", liudevit,cor, mr,M,19.0,0,0,349231,7.8958,,S
647,1,1,"simonius-blumer, col. oberst alfons", oberst alfons,simonius-blumer, col,M,56.0,0,0,13213,35.5,A26,C
648,0,3,"willey, mr. edward", edward,willey, mr,M,,0,0,S.O./P.P. 751,7.55,,S
649,1,3,"stanley, miss. amy zillah elsie", amy zillah elsie,stanley, miss,F,23.0,0,0,CA. 2314,7.55,,S
650,0,3,"mitkoff, mr. mito", mito,mitkoff, mr,M,,0,0,349221,7.8958,,S
651,1,2,"doling, miss. elsie", elsie,doling, miss,F,18.0,0,1,231919,23.0,,S
652,0,3,"kalvik, mr. johannes halvorsen", johannes halvorsen,kalvik, mr,M,21.0,0,0,8475,8.4333,,S
653,1,3,"o'leary, miss. hanora ""norah"""," hanora ""norah""",o'leary, miss,F,,0,0,330919,7.8292,,Q
654,0,3,"hegarty, miss. hanora ""nora"""," hanora ""nora""",hegarty, miss,F,18.0,0,0,365226,6.75,,Q
655,0,2,"hickman, mr. leonard mark", leonard mark,hickman, mr,M,24.0,2,0,S.O.C. 14879,73.5,,S
656,0,3,"radeff, mr. alexander", alexander,radeff, mr,M,,0,0,349223,7.8958,,S
657,0,3,"bourke, mrs. john (catherine)", john (catherine),bourke, mrs,F,32.0,1,1,364849,15.5,,Q
658,0,2,"eitemiller, mr. george floyd", george floyd,eitemiller, mr,M,23.0,0,0,29751,13.0,,S
659,0,1,"newell, mr. arthur webster", arthur webster,newell, mr,M,58.0,0,2,35273,113.275,D48,C
660,1,1,"frauenthal, dr. henry william", henry william,frauenthal, dr,M,50.0,2,0,PC 17611,133.65,,S
661,0,3,"badt, mr. mohamed", mohamed,badt, mr,M,40.0,0,0,2623,7.225,,C
662,0,1,"colley, mr. edward pomeroy", edward pomeroy,colley, mr,M,47.0,0,0,5727,25.5875,E58,S
663,0,3,"coleff, mr. peju", peju,coleff, mr,M,36.0,0,0,349210,7.4958,,S
664,1,3,"lindqvist, mr. eino william", eino william,lindqvist, mr,M,20.0,1,0,STON/O 2. 3101285,7.925,,S
665,0,2,"hickman, mr. lewis", lewis,hickman, mr,M,32.0,2,0,S.O.C. 14879,73.5,,S
666,0,2,"butler, mr. reginald fenton", reginald fenton,butler, mr,M,25.0,0,0,234686,13.0,,S
667,0,3,"rommetvedt, mr. knud paust", knud paust,rommetvedt, mr,M,,0,0,312993,7.775,,S
668,0,3,"cook, mr. jacob", jacob,cook, mr,M,43.0,0,0,A/5 3536,8.05,,S
669,1,1,"taylor, mrs. elmer zebley (juliet cummins wright)", elmer zebley (juliet cummins wright),taylor, mrs,F,,1,0,19996,52.0,C126,S
670,1,2,"brown, mrs. thomas william solomon (elizabeth catherine ford)", thomas william solomon (elizabeth catherine ford),brown, mrs,F,40.0,1,1,29750,39.0,,S
671,0,1,"davidson, mr. thornton", thornton,davidson, mr,M,31.0,1,0,F.C. 12750,52.0,B71,S
672,0,2,"mitchell, mr. henry michael", henry michael,mitchell, mr,M,70.0,0,0,C.A. 24580,10.5,,S
673,1,2,"wilhelms, mr. charles", charles,wilhelms, mr,M,31.0,0,0,244270,13.0,,S
674,0,2,"watson, mr. ennis hastings", ennis hastings,watson, mr,M,,0,0,239856,0.0,,S
675,0,3,"edvardsson, mr. gustaf hjalmar", gustaf hjalmar,edvardsson, mr,M,18.0,0,0,349912,7.775,,S
676,0,3,"sawyer, mr. frederick charles", frederick charles,sawyer, mr,M,24.5,0,0,342826,8.05,,S
677,1,3,"turja, miss. anna sofia", anna sofia,turja, miss,F,18.0,0,0,4138,9.8417,,S
678,0,3,"goodwin, mrs. frederick (augusta tyler)", frederick (augusta tyler),goodwin, mrs,F,43.0,1,6,CA 2144,46.9,,S
679,1,1,"cardeza, mr. thomas drake martinez", thomas drake martinez,cardeza, mr,M,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C
680,0,3,"peters, miss. katie", katie,peters, miss,F,,0,0,330935,8.1375,,Q
681,1,1,"hassab, mr. hammad", hammad,hassab, mr,M,27.0,0,0,PC 17572,76.7292,D49,C
682,0,3,"olsvigen, mr. thor anderson", thor anderson,olsvigen, mr,M,20.0,0,0,6563,9.225,,S
683,0,3,"goodwin, mr. charles edward", charles edward,goodwin, mr,M,14.0,5,2,CA 2144,46.9,,S
684,0,2,"brown, mr. thomas william solomon", thomas william solomon,brown, mr,M,60.0,1,1,29750,39.0,,S
685,0,2,"laroche, mr. joseph philippe lemercier", joseph philippe lemercier,laroche, mr,M,25.0,1,2,SC/Paris 2123,41.5792,,C
686,0,3,"panula, mr. jaako arnold", jaako arnold,panula, mr,M,14.0,4,1,3101295,39.6875,,S
687,0,3,"dakic, mr. branko", branko,dakic, mr,M,19.0,0,0,349228,10.1708,,S
688,0,3,"fischer, mr. eberhard thelander", eberhard thelander,fischer, mr,M,18.0,0,0,350036,7.7958,,S
689,1,1,"madill, miss. georgette alexandra", georgette alexandra,madill, miss,F,15.0,0,1,24160,211.3375,B5,S
690,1,1,"dick, mr. albert adrian", albert adrian,dick, mr,M,31.0,1,0,17474,57.0,B20,S
691,1,3,"karun, miss. manca", manca,karun, miss,F,4.0,0,1,349256,13.4167,,C
692,1,3,"lam, mr. ali", ali,lam, mr,M,,0,0,1601,56.4958,,S
693,0,3,"saad, mr. khalil", khalil,saad, mr,M,25.0,0,0,2672,7.225,,C
694,0,1,"weir, col. john", john,weir, col,M,60.0,0,0,113800,26.55,,S
695,0,2,"chapman, mr. charles henry", charles henry,chapman, mr,M,52.0,0,0,248731,13.5,,S
696,0,3,"kelly, mr. james", james,kelly, mr,M,44.0,0,0,363592,8.05,,S
697,1,3,"mullens, miss. katherine ""katie"""," katherine ""katie""",mullens, miss,F,,0,0,35852,7.7333,,Q
698,0,1,"thayer, mr. john borland", john borland,thayer, mr,M,49.0,1,1,17421,110.8833,C68,C
699,0,3,"humblen, mr. adolf mathias nicolai olsen", adolf mathias nicolai olsen,humblen, mr,M,42.0,0,0,348121,7.65,F G63,S
700,1,1,"astor, mrs. john jacob (madeleine talmadge force)", john jacob (madeleine talmadge force),astor, mrs,F,18.0,1,0,PC 17757,227.525,C62 C64,C
701,1,1,"silverthorne, mr. spencer victor", spencer victor,silverthorne, mr,M,35.0,0,0,PC 17475,26.2875,E24,S
702,0,3,"barbara, miss. saiide", saiide,barbara, miss,F,18.0,0,1,2691,14.4542,,C
703,0,3,"gallagher, mr. martin", martin,gallagher, mr,M,25.0,0,0,36864,7.7417,,Q
704,0,3,"hansen, mr. henrik juul", henrik juul,hansen, mr,M,26.0,1,0,350025,7.8542,,S
705,0,2,"morley, mr. henry samuel (""mr henry marshall"")"," henry samuel (""mr henry marshall"")",morley, mr,M,39.0,0,0,250655,26.0,,S
706,1,2,"kelly, mrs. florence ""fannie"""," florence ""fannie""",kelly, mrs,F,45.0,0,0,223596,13.5,,S
707,1,1,"calderhead, mr. edward pennington", edward pennington,calderhead, mr,M,42.0,0,0,PC 17476,26.2875,E24,S
708,1,1,"cleaver, miss. alice", alice,cleaver, miss,F,22.0,0,0,113781,151.55,,S
709,1,3,"moubarek, master. halim gonios (""william george"")"," halim gonios (""william george"")",moubarek, master,M,,1,1,2661,15.2458,,C
710,1,1,"mayne, mlle. berthe antonine (""mrs de villiers"")"," berthe antonine (""mrs de villiers"")",mayne, mlle,F,24.0,0,0,PC 17482,49.5042,C90,C
711,0,1,"klaber, mr. herman", herman,klaber, mr,M,,0,0,113028,26.55,C124,S
712,1,1,"taylor, mr. elmer zebley", elmer zebley,taylor, mr,M,48.0,1,0,19996,52.0,C126,S
713,0,3,"larsson, mr. august viktor", august viktor,larsson, mr,M,29.0,0,0,7545,9.4833,,S
714,0,2,"greenberg, mr. samuel", samuel,greenberg, mr,M,52.0,0,0,250647,13.0,,S
715,0,3,"soholt, mr. peter andreas lauritz andersen", peter andreas lauritz andersen,soholt, mr,M,19.0,0,0,348124,7.65,F G73,S
716,1,1,"endres, miss. caroline louise", caroline louise,endres, miss,F,38.0,0,0,PC 17757,227.525,C45,C
717,1,2,"troutt, miss. edwina celia ""winnie"""," edwina celia ""winnie""",troutt, miss,F,27.0,0,0,34218,10.5,E101,S
718,0,3,"mcevoy, mr. michael", michael,mcevoy, mr,M,,0,0,36568,15.5,,Q
719,0,3,"johnson, mr. malkolm joackim", malkolm joackim,johnson, mr,M,33.0,0,0,347062,7.775,,S
720,1,2,"harper, miss. annie jessie ""nina"""," annie jessie ""nina""",harper, miss,F,6.0,0,1,248727,33.0,,S
721,0,3,"jensen, mr. svend lauritz", svend lauritz,jensen, mr,M,17.0,1,0,350048,7.0542,,S
722,0,2,"gillespie, mr. william henry", william henry,gillespie, mr,M,34.0,0,0,12233,13.0,,S
723,0,2,"hodges, mr. henry price", henry price,hodges, mr,M,50.0,0,0,250643,13.0,,S
724,1,1,"chambers, mr. norman campbell", norman campbell,chambers, mr,M,27.0,1,0,113806,53.1,E8,S
725,0,3,"oreskovic, mr. luka", luka,oreskovic, mr,M,20.0,0,0,315094,8.6625,,S
726,1,2,"renouf, mrs. peter henry (lillian jefferys)", peter henry (lillian jefferys),renouf, mrs,F,30.0,3,0,31027,21.0,,S
727,1,3,"mannion, miss. margareth", margareth,mannion, miss,F,,0,0,36866,7.7375,,Q
728,0,2,"bryhl, mr. kurt arnold gottfrid", kurt arnold gottfrid,bryhl, mr,M,25.0,1,0,236853,26.0,,S
729,0,3,"ilmakangas, miss. pieta sofia", pieta sofia,ilmakangas, miss,F,25.0,1,0,STON/O2. 3101271,7.925,,S
730,1,1,"allen, miss. elisabeth walton", elisabeth walton,allen, miss,F,29.0,0,0,24160,211.3375,B5,S
731,0,3,"hassan, mr. houssein g n", houssein g n,hassan, mr,M,11.0,0,0,2699,18.7875,,C
732,0,2,"knight, mr. robert j", robert j,knight, mr,M,,0,0,239855,0.0,,S
733,0,2,"berriman, mr. william john", william john,berriman, mr,M,23.0,0,0,28425,13.0,,S
734,0,2,"troupiansky, mr. moses aaron", moses aaron,troupiansky, mr,M,23.0,0,0,233639,13.0,,S
